id,question_stem,choices,answerKey,inference_prompt,generated_response,predicted_label
12-887,A source of pollution might be,"A) recycling glass and plastic
B) creating a new use for old glass
C) throwing plastic in the pacific
D) finding a new use for old clothes
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A source of pollution might be

### Choices: 
A) recycling glass and plastic
B) creating a new use for old glass
C) throwing plastic in the pacific
D) finding a new use for old clothes

### Answer: ","
C",C
12-888,Rain can damage,"A) happiness
B) the carpet
C) love
D) Space
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Rain can damage

### Choices: 
A) happiness
B) the carpet
C) love
D) Space

### Answer: ","
B",B
12-889,Battery powered vehicles have less emissions than,"A) lawnmowers
B) wind turbines
C) solar power
D) dragsters
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Battery powered vehicles have less emissions than

### Choices: 
A) lawnmowers
B) wind turbines
C) solar power
D) dragsters

### Answer: ","
B",B
12-890,If an organism is existing then it is made up of,"A) cola
B) life material
C) soil
D) sap
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If an organism is existing then it is made up of

### Choices: 
A) cola
B) life material
C) soil
D) sap

### Answer: ","
C",C
12-891,Which would an ecologically minded individual most support?,"A) oil
B) gas
C) fracking
D) windmills
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Which would an ecologically minded individual most support?

### Choices: 
A) oil
B) gas
C) fracking
D) windmills

### Answer: ","
D",D
12-892,Which is the most likely scenario,"A) squirrels save nuts when summer is hotter than the current season
B) squirrels never save food
C) squirrels eat when it rains outside only
D) squirrels save nuts when humans make them
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Which is the most likely scenario

### Choices: 
A) squirrels save nuts when summer is hotter than the current season
B) squirrels never save food
C) squirrels eat when it rains outside only
D) squirrels save nuts when humans make them

### Answer: ","
C",C
12-893,Recycling products such as papers can help the environment to,"A) demolish
B) heal
C) fall apart
D) be destroyed
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Recycling products such as papers can help the environment to

### Choices: 
A) demolish
B) heal
C) fall apart
D) be destroyed

### Answer: ","
B",B
12-896,If a flashlight is having difficulty working a person should check,"A) the bottom hook
B) the energy hole
C) the glass window
D) the solar flares
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If a flashlight is having difficulty working a person should check

### Choices: 
A) the bottom hook
B) the energy hole
C) the glass window
D) the solar flares

### Answer: ","
C",C
12-897,If a kitten is unable to nurse from birth,"A) it will expire
B) sleep
C) decide to leave
D) it will laugh
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If a kitten is unable to nurse from birth

### Choices: 
A) it will expire
B) sleep
C) decide to leave
D) it will laugh

### Answer: ","
C",C
12-898,A plane taking off from an airport will seem what as it flies away,"A) empty
B) smaller
C) the same
D) bigger
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A plane taking off from an airport will seem what as it flies away

### Choices: 
A) empty
B) smaller
C) the same
D) bigger

### Answer: ","
C",C
12-899,If a person is lacking a skeletal system they are,"A) thrilled
B) muscular
C) kind
D) spineless
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If a person is lacking a skeletal system they are

### Choices: 
A) thrilled
B) muscular
C) kind
D) spineless

### Answer: ","
C",C
12-900,A carp and a platypus share all attributes aside from,"A) blood heating ability
B) egg laying
C) having mouths
D) having tails
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
A carp and a platypus share all attributes aside from

### Choices: 
A) blood heating ability
B) egg laying
C) having mouths
D) having tails

### Answer: ","
C",C
12-903,"if a tree fell down and dried with a hole in it, which of these would likely be in it?","A) A two hundred pound lion
B) a great white shark
C) a striped tail nut eater
D) a wild female antelope
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
if a tree fell down and dried with a hole in it, which of these would likely be in it?

### Choices: 
A) A two hundred pound lion
B) a great white shark
C) a striped tail nut eater
D) a wild female antelope

### Answer: ","
C",C
12-904,The running and moving liquid fluid during a storm causes what,"A) insects
B) weather damage
C) abrasion
D) lava
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
The running and moving liquid fluid during a storm causes what

### Choices: 
A) insects
B) weather damage
C) abrasion
D) lava

### Answer: ","
A",A
12-906,Which of the following is correct?,"A) The earth's strong gravitational pull causes a waxing gibbous to form
B) astrology causes a waxing gibbous to form
C) star maps cause a waxing gibbous to form
D) government satellites cause a waxing gibbous to form
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Which of the following is correct?

### Choices: 
A) The earth's strong gravitational pull causes a waxing gibbous to form
B) astrology causes a waxing gibbous to form
C) star maps cause a waxing gibbous to form
D) government satellites cause a waxing gibbous to form

### Answer: ","
C",C
12-907,"If you miss seeing a full moon, how long will you have to wait until you get another chance?","A) 7 days
B) a month
C) a week
D) 168 hours
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
If you miss seeing a full moon, how long will you have to wait until you get another chance?

### Choices: 
A) 7 days
B) a month
C) a week
D) 168 hours

### Answer: ","
C",C
12-910,the contents of which of these will attract a natural honey producer to it?,"A) a tree bark
B) a tree trunk
C) a colorful hibiscus
D) a green leaf
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
the contents of which of these will attract a natural honey producer to it?

### Choices: 
A) a tree bark
B) a tree trunk
C) a colorful hibiscus
D) a green leaf

### Answer: ","
A",A
12-911,which of these need to be present for a tectonic plate movement,"A) a pool of molten lava
B) an ocean with fish
C) a river flowing north
D) a crack in the core
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
which of these need to be present for a tectonic plate movement

### Choices: 
A) a pool of molten lava
B) an ocean with fish
C) a river flowing north
D) a crack in the core

### Answer: ","
A",A
12-912,Hitting a spider web with your hand makes it impossible for a spider to,"A) play music
B) eat
C) fly
D) watch TV
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Hitting a spider web with your hand makes it impossible for a spider to

### Choices: 
A) play music
B) eat
C) fly
D) watch TV

### Answer: ","
C",C
12-913,To look at an eclipse you might be able to use,"A) nothing
B) telescope
C) Plain old sunglasses
D) a box
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
To look at an eclipse you might be able to use

### Choices: 
A) nothing
B) telescope
C) Plain old sunglasses
D) a box

### Answer: ","
C",C
12-914,Why did the chicken cross the road?,"A) to side with the foxes
B) to be made into chicken of the sea tuna fish
C) their habitat was flooded
D) because they crossed an evil sorcerer
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Why did the chicken cross the road?

### Choices: 
A) to side with the foxes
B) to be made into chicken of the sea tuna fish
C) their habitat was flooded
D) because they crossed an evil sorcerer

### Answer: ","
C",C
12-915,"if a person used a knife to repeatedly scrape an object, what will happen?","A) the object will decrease in size
B) the object will become liquid
C) the object will increase in size
D) the object will change color
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
if a person used a knife to repeatedly scrape an object, what will happen?

### Choices: 
A) the object will decrease in size
B) the object will become liquid
C) the object will increase in size
D) the object will change color

### Answer: ","
C",C
12-916,Which is likely to cause changing weather in a specific location?,"A) delogging
B) human campers
C) rabbit mating
D) pet hamsters
",A,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Which is likely to cause changing weather in a specific location?

### Choices: 
A) delogging
B) human campers
C) rabbit mating
D) pet hamsters

### Answer: ","
B",B
12-917,Oil platforms originating from a number of oceanic placements can be related to an unintentional release of what?,"A) oil pumps
B) nuclear fission
C) biological created fuel
D) solar energy
",C,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Oil platforms originating from a number of oceanic placements can be related to an unintentional release of what?

### Choices: 
A) oil pumps
B) nuclear fission
C) biological created fuel
D) solar energy

### Answer: ","
C",C
12-918,Echolocation is when animals detect objects by hearing echos using what?,"A) smell
B) vision
C) sight
D) screeching
",D,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
Echolocation is when animals detect objects by hearing echos using what?

### Choices: 
A) smell
B) vision
C) sight
D) screeching

### Answer: ","
C",C
12-919,What can be renewed?,"A) plastics
B) leather
C) coal
D) diesel
",B,"### Instruction: Answer the following mulitple-choice question (A/B/C/D).

### Question:
What can be renewed?

### Choices: 
A) plastics
B) leather
C) coal
D) diesel

### Answer: ","
A",A
